Input	Input Type	MGI Gene/Marker ID	MP ID	Term
IFNG	current symbol	MGI:107656	MP:0008973	decreased erythroid progenitor cell number
IFNG	current symbol	MGI:107656	MP:0009099	abnormal uterine NK cell physiology
IFNG	current symbol	MGI:107656	MP:0009246	pale spleen
IFNG	current symbol	MGI:107656	MP:0009336	increased splenocyte proliferation
IFNG	current symbol	MGI:107656	MP:0009394	increased uterine NK cell number
IFNG	current symbol	MGI:107656	MP:0009395	increased nucleated erythrocyte cell number
IFNG	current symbol	MGI:107656	MP:0009416	cardiac muscle degeneration
IFNG	current symbol	MGI:107656	MP:0009418	cardiac muscle atrophy
IFNG	current symbol	MGI:107656	MP:0009419	skeletal muscle fibrosis
IFNG	current symbol	MGI:107656	MP:0009643	abnormal urine homeostasis
IFNG	current symbol	MGI:107656	MP:0009766	increased sensitivity to xenobiotic induced morbidity/mortality
IFNG	current symbol	MGI:107656	MP:0009788	increased susceptibility to bacterial infection induced morbidity/mortality
IFNG	current symbol	MGI:107656	MP:0009828	increased tumor latency
IFNG	current symbol	MGI:107656	MP:0010019	liver vascular congestion
IFNG	current symbol	MGI:107656	MP:0010210	abnormal circulating cytokine level
IFNG	current symbol	MGI:107656	MP:0010308	decreased tumor latency
IFNG	current symbol	MGI:107656	MP:0010639	altered tumor pathology
IFNG	current symbol	MGI:107656	MP:0010740	abnormal dendritic cell chemotaxis
IFNG	current symbol	MGI:107656	MP:0010750	increased susceptibility to parasitic infection induced morbidity/mortality
IFNG	current symbol	MGI:107656	MP:0010751	decreased susceptibility to parasitic infection induced morbidity/mortality
IFNG	current symbol	MGI:107656	MP:0010760	abnormal macrophage chemotaxis
IFNG	current symbol	MGI:107656	MP:0010766	abnormal NK cell physiology
IFNG	current symbol	MGI:107656	MP:0010895	increased lung compliance
IFNG	current symbol	MGI:107656	MP:0011085	postnatal lethality, complete penetrance
IFNG	current symbol	MGI:107656	MP:0011088	neonatal lethality, incomplete penetrance
IFNG	current symbol	MGI:107656	MP:0011178	increased erythroblast number
IFNG	current symbol	MGI:107656	MP:0011888	abnormal circulating total protein level
IFNG	current symbol	MGI:107656	MP:0011925	abnormal heart echocardiography feature
IFNG	current symbol	MGI:107656	MP:0012431	increased lymphoma incidence
IFNG	current symbol	MGI:107656	MP:0013239	impaired skeletal muscle regeneration
IFNG	current symbol	MGI:107656	MP:0013414	decreased myeloid cell number in bone marrow
IFNG	current symbol	MGI:107656	MP:0013697	decreased granulocyte monocyte progenitor cell number
IFNG	current symbol	MGI:107656	MP:0013705	decreased megakaryocyte-erythroid progenitor cell number
IFNG	current symbol	MGI:107656	MP:0020916	increased susceptibility to Herpesvirales infection
IFNG	current symbol	MGI:107656	MP:0020949	increased susceptibility to Coronaviridae infection
IFNG	current symbol	MGI:107656	MP:0030466	alveolar process atrophy
IFNG	current symbol	MGI:107656	MP:0030960	abnormal diapedesis
IFNG	current symbol	MGI:107656	MP:0031026	increased susceptibility to Herpesvirales infection induced morbidity/mortality
IFNG	current symbol	MGI:107656	MP:0031048	increased susceptibility to Coronaviridae infection induced morbidity/mortality
SH2D3A		No associated gene	
CRP	synonym	MGI:1915587	MP:0002734	abnormal mechanical nociception
CRP	synonym	MGI:1915587	MP:0002736	abnormal nociception after inflammation
CRP	current symbol	MGI:88512	MP:0031060	decreased circulating C-reactive protein level
CRP	human synonym	MGI:88549	MP:0004883	abnormal vascular wound healing
SPECC1	current symbol	MGI:2442356	
IL1B	current symbol	MGI:96543	MP:0000920	abnormal myelination
IL1B	current symbol	MGI:96543	MP:0000953	abnormal oligodendrocyte morphology
IL1B	current symbol	MGI:96543	MP:0001273	decreased metastatic potential
IL1B	current symbol	MGI:96543	MP:0001876	decreased inflammatory response
IL1B	current symbol	MGI:96543	MP:0002410	decreased susceptibility to viral infection
IL1B	current symbol	MGI:96543	MP:0002412	increased susceptibility to bacterial infection
IL1B	current symbol	MGI:96543	MP:0002451	abnormal macrophage physiology
IL1B	current symbol	MGI:96543	MP:0002665	decreased circulating corticosterone level
IL1B	current symbol	MGI:96543	MP:0003447	decreased tumor growth/size
IL1B	current symbol	MGI:96543	MP:0003829	impaired febrile response
IL1B	current symbol	MGI:96543	MP:0003945	abnormal lymphocyte physiology
IL1B	current symbol	MGI:96543	MP:0004824	decreased susceptibility to experimental autoimmune myasthenia gravis
IL1B	current symbol	MGI:96543	MP:0004883	abnormal vascular wound healing
IL1B	current symbol	MGI:96543	MP:0005087	decreased acute inflammation
IL1B	current symbol	MGI:96543	MP:0005166	decreased susceptibility to injury
IL1B	current symbol	MGI:96543	MP:0005167	abnormal blood-brain barrier function
IL1B	current symbol	MGI:96543	MP:0005616	decreased susceptibility to type IV hypersensitivity reaction
IL1B	current symbol	MGI:96543	MP:0008561	decreased tumor necrosis factor secretion
IL1B	current symbol	MGI:96543	MP:0008567	decreased interferon-gamma secretion
IL1B	current symbol	MGI:96543	MP:0008642	decreased circulating interleukin-1 beta level
IL1B	current symbol	MGI:96543	MP:0008658	decreased interleukin-1 beta secretion
IL1B	current symbol	MGI:96543	MP:0008688	decreased interleukin-2 secretion
IL1B	current symbol	MGI:96543	MP:0008700	decreased interleukin-4 secretion
IL1B	current symbol	MGI:96543	MP:0008704	abnormal interleukin-6 secretion
IL1B	current symbol	MGI:96543	MP:0008831	abnormal insulin-like growth factor I level
IL1B	current symbol	MGI:96543	MP:0009764	decreased sensitivity to induced morbidity/mortality
IL1B	current symbol	MGI:96543	MP:0009788	increased susceptibility to bacterial infection induced morbidity/mortality
IL1B	current symbol	MGI:96543	MP:0010144	abnormal tumor vascularization
IL1B	current symbol	MGI:96543	MP:0020941	decreased susceptibility to Togaviridae infection
IL1B	current symbol	MGI:96543	MP:0030524	abnormal tooth root resorption
IL1B	current symbol	MGI:96543	MP:0031041	decreased susceptibility to Togaviridae infection induced morbidity/mortality
IL1B	chicken symbol	MGI:96547	MP:0000260	abnormal angiogenesis
IL1B	chicken symbol	MGI:96547	MP:0001193	psoriasis
IL1B	chicken symbol	MGI:96547	MP:0001212	skin lesions
IL1B	chicken symbol	MGI:96547	MP:0001216	abnormal epidermal layer morphology
IL1B	chicken symbol	MGI:96547	MP:0001219	thick epidermis
IL1B	chicken symbol	MGI:96547	MP:0001230	epidermal desquamation
IL1B	chicken symbol	MGI:96547	MP:0001243	abnormal dermal layer morphology
IL1B	chicken symbol	MGI:96547	MP:0001245	thick dermal layer
IL1B	chicken symbol	MGI:96547	MP:0001262	decreased body weight
IL1B	chicken symbol	MGI:96547	MP:0001732	postnatal growth retardation
IL1B	chicken symbol	MGI:96547	MP:0001777	abnormal body temperature homeostasis
IL1B	chicken symbol	MGI:96547	MP:0001876	decreased inflammatory response
IL1B	chicken symbol	MGI:96547	MP:0001921	reduced fertility
IL1B	chicken symbol	MGI:96547	MP:0002083	premature death
IL1B	chicken symbol	MGI:96547	MP:0002411	decreased susceptibility to bacterial infection
IL1B	chicken symbol	MGI:96547	MP:0002412	increased susceptibility to bacterial infection
IL1B	chicken symbol	MGI:96547	MP:0002432	abnormal CD4-positive, alpha beta T cell morphology
IL1B	chicken symbol	MGI:96547	MP:0002433	abnormal T-helper 1 cell morphology
IL1B	chicken symbol	MGI:96547	MP:0002434	abnormal T-helper 2 cell morphology
IL1B	chicken symbol	MGI:96547	MP:0002499	chronic inflammation
IL1B	chicken symbol	MGI:96547	MP:0002500	granulomatous inflammation
IL1B	chicken symbol	MGI:96547	MP:0002722	abnormal immune system organ morphology
IL1B	chicken symbol	MGI:96547	MP:0003279	aneurysm
IL1B	chicken symbol	MGI:96547	MP:0003427	parakeratosis
IL1B	chicken symbol	MGI:96547	MP:0003453	abnormal keratinocyte physiology
IL1B	chicken symbol	MGI:96547	MP:0003561	rheumatoid arthritis
IL1B	chicken symbol	MGI:96547	MP:0003711	pathological neovascularization
IL1B	chicken symbol	MGI:96547	MP:0003724	increased susceptibility to induced arthritis
IL1B	chicken symbol	MGI:96547	MP:0004883	abnormal vascular wound healing
IL1B	chicken symbol	MGI:96547	MP:0004947	skin inflammation
IL1B	chicken symbol	MGI:96547	MP:0005088	increased acute inflammation
IL1B	chicken symbol	MGI:96547	MP:0005179	decreased circulating cholesterol level
IL1B	chicken symbol	MGI:96547	MP:0005348	increased T cell proliferation
IL1B	chicken symbol	MGI:96547	MP:0006135	artery stenosis
IL1B	chicken symbol	MGI:96547	MP:0008115	abnormal dendritic cell differentiation
IL1B	chicken symbol	MGI:96547	MP:0008125	abnormal dendritic cell number
IL1B	chicken symbol	MGI:96547	MP:0008566	increased interferon-gamma secretion
IL1B	chicken symbol	MGI:96547	MP:0008591	increased circulating interleukin-1 level
IL1B	chicken symbol	MGI:96547	MP:0008592	decreased circulating interleukin-1 level
IL1B	chicken symbol	MGI:96547	MP:0008596	increased circulating interleukin-6 level
IL1B	chicken symbol	MGI:96547	MP:0008597	decreased circulating interleukin-6 level
IL1B	chicken symbol	MGI:96547	MP:0008657	increased interleukin-1 beta secretion
IL1B	chicken symbol	MGI:96547	MP:0008681	increased interleukin-17 secretion
IL1B	chicken symbol	MGI:96547	MP:0008705	increased interleukin-6 secretion
IL1B	chicken symbol	MGI:96547	MP:0008722	abnormal chemokine secretion
IL1B	chicken symbol	MGI:96547	MP:0008734	decreased susceptibility to endotoxin shock
IL1B	chicken symbol	MGI:96547	MP:0008735	increased susceptibility to endotoxin shock
IL1B	chicken symbol	MGI:96547	MP:0010139	aortitis
IL1B	chicken symbol	MGI:96547	MP:0010214	abnormal circulating serum amyloid protein level
IL1B	chicken symbol	MGI:96547	MP:0020917	decreased susceptibility to Herpesvirales infection
IL7	current symbol	MGI:96561	MP:0000019	thick ears
IL7	current symbol	MGI:96561	MP:0000221	decreased leukocyte cell number
IL7	current symbol	MGI:96561	MP:0000333	decreased bone marrow cell number
IL7	current symbol	MGI:96561	MP:0000414	alopecia
IL7	current symbol	MGI:96561	MP:0000692	small spleen
IL7	current symbol	MGI:96561	MP:0000694	spleen hypoplasia
IL7	current symbol	MGI:96561	MP:0000706	small thymus
IL7	current symbol	MGI:96561	MP:0000715	decreased thymocyte number
IL7	current symbol	MGI:96561	MP:0001190	reddish skin
IL7	current symbol	MGI:96561	MP:0001265	decreased body size
IL7	current symbol	MGI:96561	MP:0001290	delayed eyelid opening
IL7	current symbol	MGI:96561	MP:0001802	arrested B cell differentiation
IL7	current symbol	MGI:96561	MP:0001823	thymus hypoplasia
IL7	current symbol	MGI:96561	MP:0001924	infertility
IL7	current symbol	MGI:96561	MP:0002083	premature death
IL7	current symbol	MGI:96561	MP:0002144	abnormal B cell differentiation
IL7	current symbol	MGI:96561	MP:0002217	small lymph nodes
IL7	current symbol	MGI:96561	MP:0002407	abnormal double-negative T cell morphology
IL7	current symbol	MGI:96561	MP:0002831	absent Peyer's patches
IL7	current symbol	MGI:96561	MP:0003132	increased pre-B cell number
IL7	current symbol	MGI:96561	MP:0003944	abnormal T cell subpopulation ratio
IL7	current symbol	MGI:96561	MP:0004939	abnormal B cell morphology
IL7	current symbol	MGI:96561	MP:0004947	skin inflammation
IL7	current symbol	MGI:96561	MP:0004953	decreased spleen weight
IL7	current symbol	MGI:96561	MP:0004956	decreased thymus weight
IL7	current symbol	MGI:96561	MP:0005010	abnormal CD8-positive, alpha beta T cell morphology
IL7	current symbol	MGI:96561	MP:0005016	decreased lymphocyte cell number
IL7	current symbol	MGI:96561	MP:0005017	decreased B cell number
IL7	current symbol	MGI:96561	MP:0005018	decreased T cell number
IL7	current symbol	MGI:96561	MP:0005089	decreased double-negative T cell number
IL7	current symbol	MGI:96561	MP:0005232	abnormal mesenteric lymph node morphology
IL7	current symbol	MGI:96561	MP:0005251	blepharitis
IL7	current symbol	MGI:96561	MP:0008024	absent lymph nodes
IL7	current symbol	MGI:96561	MP:0008040	decreased NK T cell number
IL7	current symbol	MGI:96561	MP:0008042	abnormal NK T cell physiology
IL7	current symbol	MGI:96561	MP:0008083	decreased single-positive T cell number
IL7	current symbol	MGI:96561	MP:0008101	lymph node hypoplasia
IL7	current symbol	MGI:96561	MP:0008186	increased pro-B cell number
IL7	current symbol	MGI:96561	MP:0008250	abnormal myeloid leukocyte morphology
IL7	current symbol	MGI:96561	MP:0008465	absent mesenteric lymph nodes
IL7	current symbol	MGI:96561	MP:0008770	decreased survivor rate
IL7	current symbol	MGI:96561	MP:0009624	small inguinal lymph nodes
IL7	current symbol	MGI:96561	MP:0009630	absent axillary lymph nodes
IL7	current symbol	MGI:96561	MP:0009633	absent cervical lymph nodes
IL7	current symbol	MGI:96561	MP:0009634	absent popliteal lymph nodes
REN	synonym	MGI:2448712	
REN	old symbol	MGI:97898	MP:0000208	decreased hematocrit
REN	old symbol	MGI:97898	MP:0000231	hypertension
REN	old symbol	MGI:97898	MP:0000519	hydronephrosis
REN	old symbol	MGI:97898	MP:0000521	abnormal kidney cortex morphology
REN	old symbol	MGI:97898	MP:0001262	decreased body weight
REN	old symbol	MGI:97898	MP:0001392	abnormal locomotor behavior
REN	old symbol	MGI:97898	MP:0001426	polydipsia
REN	old symbol	MGI:97898	MP:0001429	dehydration
REN	old symbol	MGI:97898	MP:0001596	hypotension
REN	old symbol	MGI:97898	MP:0001625	cardiac hypertrophy
REN	old symbol	MGI:97898	MP:0001762	polyuria
REN	old symbol	MGI:97898	MP:0001859	kidney inflammation
REN	old symbol	MGI:97898	MP:0002083	premature death
REN	old symbol	MGI:97898	MP:0002169	no abnormal phenotype detected
REN	old symbol	MGI:97898	MP:0002184	abnormal innervation
REN	old symbol	MGI:97898	MP:0002626	increased heart rate
REN	old symbol	MGI:97898	MP:0002666	increased circulating aldosterone level
REN	old symbol	MGI:97898	MP:0002705	dilated renal tubules
REN	old symbol	MGI:97898	MP:0002829	abnormal juxtaglomerular apparatus morphology
REN	old symbol	MGI:97898	MP:0002842	increased systemic arterial blood pressure
REN	old symbol	MGI:97898	MP:0002843	decreased systemic arterial blood pressure
REN	old symbol	MGI:97898	MP:0002871	albuminuria
REN	old symbol	MGI:97898	MP:0002988	decreased urine osmolality
REN	old symbol	MGI:97898	MP:0002989	small kidney
REN	old symbol	MGI:97898	MP:0003014	abnormal kidney medulla morphology
REN	old symbol	MGI:97898	MP:0003026	decreased vasoconstriction
REN	old symbol	MGI:97898	MP:0003215	renal interstitial fibrosis
REN	old symbol	MGI:97898	MP:0003353	decreased circulating renin level
REN	old symbol	MGI:97898	MP:0003918	decreased kidney weight
REN	old symbol	MGI:97898	MP:0004184	abnormal baroreceptor physiology
REN	old symbol	MGI:97898	MP:0004876	decreased mean systemic arterial blood pressure
REN	old symbol	MGI:97898	MP:0004970	kidney atrophy
REN	old symbol	MGI:97898	MP:0005264	glomerulosclerosis
REN	old symbol	MGI:97898	MP:0005325	abnormal renal glomerulus morphology
REN	old symbol	MGI:97898	MP:0005333	decreased heart rate
REN	old symbol	MGI:97898	MP:0005489	vascular smooth muscle hyperplasia
REN	old symbol	MGI:97898	MP:0005528	decreased renal glomerular filtration rate
REN	old symbol	MGI:97898	MP:0005553	increased circulating creatinine level
REN	old symbol	MGI:97898	MP:0005565	increased blood urea nitrogen level
REN	old symbol	MGI:97898	MP:0005627	increased circulating potassium level
REN	old symbol	MGI:97898	MP:0006263	decreased systemic arterial diastolic blood pressure
REN	old symbol	MGI:97898	MP:0006264	decreased systemic arterial systolic blood pressure
REN	old symbol	MGI:97898	MP:0008874	decreased physiological sensitivity to xenobiotic
REN	old symbol	MGI:97898	MP:0009642	abnormal blood homeostasis
REN	old symbol	MGI:97898	MP:0009643	abnormal urine homeostasis
REN	old symbol	MGI:97898	MP:0011085	postnatal lethality, complete penetrance
REN	old symbol	MGI:97898	MP:0011086	postnatal lethality, incomplete penetrance
REN	old symbol	MGI:97898	MP:0011294	renal glomerulus hypertrophy
REN	old symbol	MGI:97898	MP:0011299	abnormal macula densa morphology
